,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,player_number_ind,player_ind,player_id
0,5.414892467186336,-5.735299483086299,-1.0747032942495325,1.8835781971109276,1.7855237150009693,-1.4858861308576516,0.7647428164800218,1.7775906817212137,0.6426977942145158,0.8633508269380189,35,Fournier Toby,0
1,2.379269849327122,3.4822385809107423,-3.3593572602395994,1.986832519059695,-1.066208277972675,0.26625896570215785,-0.22723273035604977,1.9732626268774671,-0.5713266182768182,-0.06980849632455513,3,Jackson Ashlon,1
2,4.451006432461007,0.05131457946614646,1.2189531312184327,2.355105715254738,2.0505027835423832,1.7215644443319544,-0.1796054789219357,1.1751819417472713,0.5894988606507119,1.6871864554563092,5,Okananwa Oluchi,2
3,1.9080358168728828,2.2304549290986424,-2.1399148199607616,-1.170716363770654,-0.5519568385349372,-0.6607864475539246,-0.2550217170417965,2.95304947650269,-0.618412607385479,-0.4185767191294087,24,Richardson Reigan,3
4,3.4086977681613195,-1.691492042543569,3.494234734547315,2.1329617082223997,-0.36464233703824556,2.1412779129578725,-2.995034961420105,1.5200473730607127,-0.7191329434092993,-0.0980293587198498,12,Thomas Delaney,4
5,1.5121897124410384,5.286275652658005,1.7058068914129063,0.527926471337624,0.6754103291594393,0.2166157172527106,0.3579461159003242,2.1560213215175774,-0.04704668737249816,-0.8124169916651657,22,Mair Taina,5
6,3.577356948681439,-0.16831699844984424,5.529165054362289,-1.172544601762995,-2.5553548553644583,0.6887606135165176,1.1276300649630315,1.8933885066553806,0.7075803864722926,-1.0511976399048202,4,Donovan Jadyn,6
7,-1.2926292286752732,-3.139774312174616,1.2853785642409103,3.3017800361217287,0.9221538897643954,0.03191251594086646,1.403521609462242,1.5158117084394485,0.9853506430330082,0.3369410859018376,13,Wood Jordan,7
8,-4.228283453225682,2.6150425258411953,3.4961569089145383,4.205044283126974,2.454740446452799,-2.2865059881836887,0.18886102018262071,1.2985312598026166,0.25080572072140883,-0.03233295897053278,2,de Jesus Vanessa,8
9,5.414892467186336,-5.735299483086299,-1.0747032942495325,1.8835781971109276,1.7855237150009693,-1.4858861308576516,0.7647428164800218,1.7775906817212137,0.6426977942145158,0.8633508269380189,35,Fournier Toby,13
10,2.379269849327122,3.4822385809107423,-3.3593572602395994,1.986832519059695,-1.066208277972675,0.26625896570215785,-0.22723273035604977,1.9732626268774671,-0.5713266182768182,-0.06980849632455513,3,Jackson Ashlon,14
11,4.451006432461007,0.05131457946614646,1.2189531312184327,2.355105715254738,2.0505027835423832,1.7215644443319544,-0.1796054789219357,1.1751819417472713,0.5894988606507119,1.6871864554563092,5,Okananwa Oluchi,15
12,1.9080358168728828,2.2304549290986424,-2.1399148199607616,-1.170716363770654,-0.5519568385349372,-0.6607864475539246,-0.2550217170417965,2.95304947650269,-0.618412607385479,-0.4185767191294087,24,Richardson Reigan,16
13,3.4086977681613195,-1.691492042543569,3.494234734547315,2.1329617082223997,-0.36464233703824556,2.1412779129578725,-2.995034961420105,1.5200473730607127,-0.7191329434092993,-0.0980293587198498,12,Thomas Delaney,17
14,1.5121897124410384,5.286275652658005,1.7058068914129063,0.527926471337624,0.6754103291594393,0.2166157172527106,0.3579461159003242,2.1560213215175774,-0.04704668737249816,-0.8124169916651657,22,Mair Taina,18
15,3.577356948681439,-0.16831699844984424,5.529165054362289,-1.172544601762995,-2.5553548553644583,0.6887606135165176,1.1276300649630315,1.8933885066553806,0.7075803864722926,-1.0511976399048202,4,Donovan Jadyn,19
16,-1.2926292286752732,-3.139774312174616,1.2853785642409103,3.3017800361217287,0.9221538897643954,0.03191251594086646,1.403521609462242,1.5158117084394485,0.9853506430330082,0.3369410859018376,13,Wood Jordan,20
17,-4.228283453225682,2.6150425258411953,3.4961569089145383,4.205044283126974,2.454740446452799,-2.2865059881836887,0.18886102018262071,1.2985312598026166,0.25080572072140883,-0.03233295897053278,2,de Jesus Vanessa,21
18,5.414892467186336,-5.735299483086299,-1.0747032942495325,1.8835781971109276,1.7855237150009693,-1.4858861308576516,0.7647428164800218,1.7775906817212137,0.6426977942145158,0.8633508269380189,35,Fournier Toby,26
19,2.379269849327122,3.4822385809107423,-3.3593572602395994,1.986832519059695,-1.066208277972675,0.26625896570215785,-0.22723273035604977,1.9732626268774671,-0.5713266182768182,-0.06980849632455513,3,Jackson Ashlon,27
20,4.451006432461007,0.05131457946614646,1.2189531312184327,2.355105715254738,2.0505027835423832,1.7215644443319544,-0.1796054789219357,1.1751819417472713,0.5894988606507119,1.6871864554563092,5,Okananwa Oluchi,28
21,1.9080358168728828,2.2304549290986424,-2.1399148199607616,-1.170716363770654,-0.5519568385349372,-0.6607864475539246,-0.2550217170417965,2.95304947650269,-0.618412607385479,-0.4185767191294087,24,Richardson Reigan,29
22,3.4086977681613195,-1.691492042543569,3.494234734547315,2.1329617082223997,-0.36464233703824556,2.1412779129578725,-2.995034961420105,1.5200473730607127,-0.7191329434092993,-0.0980293587198498,12,Thomas Delaney,30
23,1.5121897124410384,5.286275652658005,1.7058068914129063,0.527926471337624,0.6754103291594393,0.2166157172527106,0.3579461159003242,2.1560213215175774,-0.04704668737249816,-0.8124169916651657,22,Mair Taina,31
24,3.577356948681439,-0.16831699844984424,5.529165054362289,-1.172544601762995,-2.5553548553644583,0.6887606135165176,1.1276300649630315,1.8933885066553806,0.7075803864722926,-1.0511976399048202,4,Donovan Jadyn,32
