college,season,player_number_ind,player_ind,gp_ind,gs_ind,minutes_tot_ind,scoring_pts_ind,rebounds_tot_ind,ast_ind,stl_ind,blk_ind,to_ind,pts_per40,reb_per40,ast_per40,stl_per40,blk_per40,tov_per40,eFG_pct,TS_pct,USG_pct,ORB_pct,DRB_pct,AST_pct,AST_per_TO,2pt_pct,FTr,PPP,possessions,scoring_pts_per100,ast_per100,rebounds_tot_per100,stl_per100,blk_per100,to_per100,mins_per_game,pts_per_game,ast_per_game,reb_per_game,stl_per_game,blk_per_game,to_per_game,scoring_pts_share,ast_share,rebounds_tot_share,stl_share,blk_share,to_share,team_TS_pct,TS_diff,ast_per_fgm,tov_rate,game_score,game_score_per40,min_share
manhattan,2017-18,32,Nyasha Irizarry,8,1.0,90,10,8,1,2,1,3,4.444444444444445,3.555555555555556,0.4444444444444445,0.888888888888889,0.4444444444444445,1.3333333333333333,0.2368421052631578,0.2515090543259557,66.23009019382076,0.0,2.088772845953003,25.0,0.3333333333333333,0.0,0.1052631578947368,0.5263157894736842,22.88,43.70629370629371,4.370629370629371,34.96503496503497,8.741258741258742,4.370629370629371,13.111888111888112,11.25,1.25,0.125,1.0,0.25,0.125,0.375,0.0055005500550055,0.0023809523809523,0.0073597056117755,0.0072727272727272,0.0088495575221238,0.006060606060606,0.475010973850881,-0.2235019195249252,0.3333333333333333,0.1311188811188811,0.8999999999999995,0.3999999999999997,0.1147410358565737
manhattan,2017-18,3,KellyAnne O'Reilly,24,0.0,138,20,13,7,3,1,6,5.797101449275362,3.768115942028986,2.028985507246377,0.8695652173913043,0.2898550724637681,1.7391304347826086,0.4166666666666667,0.4166666666666667,56.63488253880233,0.1402524544179523,3.10077519379845,53.84615384615385,1.1666666666666667,0.0555555555555555,0.0,0.8333333333333334,30.0,66.66666666666666,23.33333333333333,43.333333333333336,10.0,3.333333333333333,20.0,5.75,0.8333333333333334,0.2916666666666667,0.5416666666666666,0.125,0.0416666666666666,0.25,0.011001100110011,0.0166666666666666,0.0119595216191352,0.0109090909090909,0.0088495575221238,0.0121212121212121,0.475010973850881,-0.0583443071842143,1.0,0.2,13.2,3.826086956521739,0.5278087649402391
manhattan,2017-18,12,Julie Høier,21,0.0,125,9,20,2,2,4,11,2.88,6.4,0.64,0.64,1.28,3.52,0.1944444444444444,0.2277327935222672,64.108874717683,0.9735744089012516,3.350515463917526,15.384615384615383,0.1818181818181818,0.1176470588235294,0.2222222222222222,0.5,30.76,29.258777633289984,6.501950585175552,65.01950585175553,6.501950585175552,13.003901170351105,35.76072821846554,5.9523809523809526,0.4285714285714285,0.0952380952380952,0.9523809523809524,0.0952380952380952,0.1904761904761904,0.5238095238095238,0.0049504950495049,0.0047619047619047,0.0183992640294388,0.0072727272727272,0.0353982300884955,0.0222222222222222,0.475010973850881,-0.2472781803286138,0.6666666666666666,0.3576072821846554,1.400000000000002,0.4480000000000007,0.4183266932270916
manhattan,2017-18,25,Pamela Miceus,5,0.0,4,2,2,0,0,1,1,20.0,20.0,0.0,0.0,10.0,10.0,1.0,1.0,130.26022983924537,0.0,0.5305039787798409,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,100.0,0.0,50.0,50.0,0.8,0.4,0.0,0.4,0.0,0.2,0.2,0.0011001100110011,0.0,0.0018399264029438,0.0,0.0088495575221238,0.002020202020202,0.475010973850881,0.524989026149119,0.0,0.5,2.8,28.0,0.0031872509960159
manhattan,2017-18,20,Nyala Pendergrass,17,0.0,48,4,7,0,0,0,6,3.333333333333333,5.833333333333334,0.0,0.0,0.0,5.0,0.2222222222222222,0.2222222222222222,81.41264364952835,0.2801120448179272,1.3157894736842106,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,15.0,26.666666666666668,0.0,46.66666666666666,0.0,0.0,40.0,2.823529411764706,0.2352941176470588,0.0,0.4117647058823529,0.0,0.0,0.3529411764705882,0.0022002200220022,0.0,0.0064397424103035,0.0,0.0,0.0121212121212121,0.475010973850881,-0.2527887516286588,0.0,0.4,-3.8000000000000007,-3.166666666666667,0.1300398406374502
manhattan,2017-18,4,Emma Bedeker,6,0.0,6,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,6.666666666666666,0.0,0.0,43.42007661308179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.002020202020202,0.475010973850881,-0.475010973850881,0.0,1.0,-1.4,-9.333333333333332,0.0057370517928286
manhattan,2016-17,35,Kayla Grimme,30,30.0,936,439,231,26,21,60,76,18.76068376068376,9.871794871794872,1.1111111111111112,0.8974358974358975,2.564102564102564,3.247863247863248,0.5040650406504065,0.5401082677165354,137.4261249114593,10.276679841897232,34.0,25.49019607843137,0.3421052631578947,0.4409221902017291,0.2303523035230352,1.18970189701897,482.4,91.0033167495854,5.389718076285241,47.88557213930349,4.353233830845771,12.437810945273633,15.754560530679932,31.2,14.633333333333333,0.8666666666666667,7.7,0.7,2.0,2.533333333333333,0.2663834951456311,0.0664961636828644,0.2361963190184049,0.0954545454545454,0.5555555555555556,0.1544715447154471,0.4686717932383855,0.0714364744781498,0.1485714285714285,0.1575456053067993,370.1,15.816239316239315,4.68
manhattan,2016-17,15,Amani Tatum,24,24.0,750,239,87,117,73,6,93,12.746666666666666,4.640000000000001,6.24,3.893333333333333,0.32,4.96,0.3916666666666666,0.4391444950757019,129.81121342482314,4.084507042253521,16.338028169014084,55.71428571428572,1.2580645161290325,0.2909090909090909,0.3041666666666666,0.9958333333333332,365.12,65.45793163891324,32.044259421560035,23.82778264680105,19.993426818580197,1.6432953549517966,25.47107800175285,31.25,9.958333333333334,4.875,3.625,3.0416666666666665,0.25,3.875,0.1450242718446601,0.29923273657289,0.0889570552147239,0.3318181818181818,0.0555555555555555,0.1890243902439024,0.4686717932383855,-0.0295272981626836,1.3928571428571428,0.2547107800175285,170.10000000000002,9.072,3.0
manhattan,2016-17,30,Mikki Guiton,29,17.0,606,190,99,18,11,12,42,12.541254125412545,6.534653465346535,1.188118811881188,0.7260726072607261,0.7920792079207921,2.7722772277227725,0.5377358490566038,0.5502780352177943,94.44432906333262,4.888268156424581,17.72853185595568,30.0,0.4285714285714285,0.5316455696202531,0.1949685534591195,1.1949685534591197,214.64,88.52031308237048,8.386134923592993,46.12374207976146,5.124860231084607,5.590756615728662,19.56764815505032,20.89655172413793,6.551724137931035,0.6206896551724138,3.413793103448276,0.3793103448275862,0.4137931034482758,1.4482758620689655,0.1152912621359223,0.0460358056265984,0.1012269938650306,0.05,0.1111111111111111,0.0853658536585365,0.4686717932383855,0.0816062419794087,0.2117647058823529,0.1956764815505031,135.09999999999997,8.917491749174914,2.929
manhattan,2016-17,32,Nyasha Irizarry,30,20.0,696,173,85,48,22,5,46,9.942528735632184,4.885057471264368,2.7586206896551726,1.264367816091954,0.2873563218390804,2.6436781609195403,0.4851190476190476,0.4917007730786721,85.02077400166488,2.4355300859598854,18.63013698630137,51.06382978723404,1.0434782608695652,0.1574803149606299,0.1071428571428571,1.0297619047619049,221.92,77.95602018745494,21.629416005767848,38.30209084354723,9.91348233597693,2.253064167267484,20.72819033886085,23.2,5.766666666666667,1.6,2.833333333333333,0.7333333333333333,0.1666666666666666,1.5333333333333334,0.1049757281553398,0.1227621483375959,0.0869120654396728,0.1,0.0462962962962962,0.0934959349593495,0.4686717932383855,0.0230289798402866,0.7868852459016393,0.2072819033886085,126.6,7.275862068965518,3.48
manhattan,2016-17,31,Maeve Parahus,30,13.0,632,155,51,19,11,4,15,9.810126582278482,3.2278481012658227,1.2025316455696202,0.6962025316455696,0.2531645569620253,0.949367088607595,0.4294478527607362,0.4522642390289448,78.62732011630791,1.161103047895501,12.647058823529411,55.88235294117647,1.2666666666666666,0.08130081300813,0.1165644171779141,0.950920245398773,186.36,83.17235458252843,10.195320884309938,27.36638763683193,5.902554196179437,2.1463833440652498,8.048937540244687,21.066666666666663,5.166666666666667,0.6333333333333333,1.7,0.3666666666666666,0.1333333333333333,0.5,0.0940533980582524,0.0485933503836317,0.0521472392638036,0.05,0.037037037037037,0.0304878048780487,0.4686717932383855,-0.0164075542094406,0.38,0.0804893754024468,87.8,5.556962025316455,3.16
manhattan,2016-17,2,Gabby Cajou,30,15.0,723,148,59,67,34,5,73,8.188105117565698,3.26417704011065,3.706777316735823,1.8810511756569848,0.2766251728907331,4.038727524204703,0.4190140845070422,0.4561143984220907,86.75823808637969,2.4355300859598854,12.389380530973453,47.85714285714285,0.9178082191780822,0.3282442748091603,0.323943661971831,1.0422535211267605,235.24,62.91447032817548,28.48155075667404,25.080768576772652,14.453324264580852,2.1254888624383605,31.032137391600067,24.1,4.933333333333334,2.2333333333333334,1.9666666666666663,1.1333333333333333,0.1666666666666666,2.433333333333333,0.0898058252427184,0.1713554987212276,0.0603271983640081,0.1545454545454545,0.0462962962962962,0.1483739837398374,0.4686717932383855,-0.0125573948162948,1.2407407407407407,0.3103213739160007,79.89999999999998,4.420470262793913,3.615
manhattan,2016-17,14,Taylor Williams,27,11.0,595,129,99,36,16,2,52,8.672268907563026,6.655462184873949,2.4201680672268906,1.0756302521008403,0.134453781512605,3.495798319327731,0.3767123287671233,0.4074027286508337,94.254361893369,3.6775106082036775,19.72972972972973,40.90909090909091,0.6923076923076923,0.1774193548387097,0.1917808219178082,0.8835616438356164,210.32,61.33510840623811,17.116774438950173,47.07112970711297,7.607455306200077,0.9509319132750096,24.724229745150247,22.03703703703704,4.777777777777778,1.3333333333333333,3.6666666666666665,0.5925925925925926,0.074074074074074,1.9259259259259256,0.0782766990291262,0.0920716112531969,0.1012269938650306,0.0727272727272727,0.0185185185185185,0.1056910569105691,0.4686717932383855,-0.0612690645875517,0.8181818181818182,0.2472422974515024,82.29999999999998,5.532773109243696,2.6775
manhattan,2016-17,12,Julie Høier,19,12.0,353,59,54,22,5,7,25,6.685552407932011,6.118980169971672,2.492917847025496,0.56657223796034,0.7932011331444759,2.8328611898017,0.4067796610169492,0.440824865511058,69.43415594444099,2.155172413793104,11.607142857142858,46.80851063829788,0.88,0.2830188679245283,0.3050847457627119,1.0,91.92,64.18624891209748,23.93385552654482,58.7467362924282,5.439512619669277,7.6153176675369885,27.19756309834639,18.57894736842105,3.1052631578947367,1.1578947368421053,2.8421052631578947,0.2631578947368421,0.3684210526315789,1.3157894736842106,0.0358009708737864,0.0562659846547314,0.0552147239263803,0.0227272727272727,0.0648148148148148,0.0508130081300813,0.4686717932383855,-0.0278469277273275,1.0476190476190477,0.2719756309834639,45.5,5.1558073654390935,1.1178333333333337
manhattan,2016-17,3,KellyAnne O'Reilly,28,2.0,304,69,37,12,8,1,17,9.078947368421051,4.868421052631579,1.5789473684210529,1.0526315789473684,0.131578947368421,2.236842105263158,0.303030303030303,0.3322419106317411,105.99246275820389,1.7316017316017316,7.763975155279503,41.37931034482759,0.7058823529411765,0.1058823529411764,0.1111111111111111,0.696969696969697,120.84,57.10029791459781,9.930486593843098,30.619000331016217,6.620324395895398,0.8275405494869248,14.068189341277725,10.857142857142858,2.4642857142857144,0.4285714285714285,1.3214285714285714,0.2857142857142857,0.0357142857142857,0.6071428571428571,0.0418689320388349,0.0306905370843989,0.0378323108384458,0.0363636363636363,0.0092592592592592,0.0345528455284552,0.4686717932383855,-0.1364298826066444,0.5217391304347826,0.1406818934127772,20.5,2.697368421052632,1.4186666666666667
manhattan,2016-17,23,Nicole Anderson,27,6.0,272,28,37,23,14,3,24,4.117647058823529,5.441176470588235,3.382352941176471,2.0588235294117645,0.4411764705882353,3.5294117647058827,0.3157894736842105,0.3444881889763779,63.36804284767201,1.161103047895501,8.895705521472392,48.93617021276596,0.9583333333333334,0.25,0.1578947368421052,0.7368421052631579,64.64,43.31683168316832,35.58168316831683,57.24009900990099,21.65841584158416,4.641089108910891,37.12871287128713,10.074074074074074,1.037037037037037,0.8518518518518519,1.3703703703703705,0.5185185185185185,0.1111111111111111,0.8888888888888888,0.0169902912621359,0.0588235294117647,0.0378323108384458,0.0636363636363636,0.0277777777777777,0.048780487804878,0.4686717932383855,-0.1241836042620075,2.090909090909091,0.3712871287128713,23.3,3.426470588235293,1.224
manhattan,2016-17,4,Emma Bedeker,3,0.0,7,2,0,0,1,0,0,11.428571428571429,0.0,0.0,5.7142857142857135,0.0,0.0,0.0,1.1363636363636365,33.521425777976425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,227.27272727272728,0.0,0.0,113.63636363636364,0.0,0.0,2.333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0012135922330097,0.0,0.0,0.0045454545454545,0.0,0.0,0.4686717932383855,0.667691843125251,0.0,0.0,2.7,15.428571428571429,0.0035
manhattan,2016-17,10,Sheridan Heine,12,0.0,57,8,3,1,1,1,5,5.614035087719298,2.1052631578947367,0.7017543859649122,0.7017543859649122,0.7017543859649122,3.508771929824561,0.2222222222222222,0.2222222222222222,107.59468800347295,0.1466275659824047,0.6688963210702341,16.666666666666668,0.2,0.0625,0.0,0.4444444444444444,23.0,34.78260869565217,4.3478260869565215,13.043478260869565,4.3478260869565215,4.3478260869565215,21.73913043478261,4.75,0.6666666666666666,0.0833333333333333,0.25,0.0833333333333333,0.0833333333333333,0.4166666666666667,0.0048543689320388,0.0025575447570332,0.0030674846625766,0.0045454545454545,0.0092592592592592,0.0101626016260162,0.4686717932383855,-0.2464495710161633,0.3333333333333333,0.217391304347826,-6.200000000000001,-4.350877192982457,0.114
manhattan,2016-17,22,Morgan Graziano,19,0.0,69,9,17,2,3,2,4,5.217391304347826,9.855072463768115,1.1594202898550725,1.7391304347826086,1.1594202898550725,2.318840579710145,0.5,0.5067567567567567,49.77423827638924,1.0174418604651163,3.257328990228013,33.333333333333336,0.5,0.5,0.25,1.125,12.88,69.87577639751552,15.527950310559005,131.98757763975155,23.29192546583851,15.527950310559005,31.05590062111801,3.631578947368421,0.4736842105263157,0.1052631578947368,0.8947368421052632,0.1578947368421052,0.1052631578947368,0.2105263157894736,0.0054611650485436,0.0051150895140664,0.0173824130879345,0.0136363636363636,0.0185185185185185,0.008130081300813,0.4686717932383855,0.0380849635183711,0.5,0.3105590062111801,15.799999999999995,9.15942028985507,0.2185
manhattan,2019-20,11,Emily LaPointe,29,26.0,889,362,112,53,33,5,65,16.287964004499436,5.039370078740157,2.3847019122609674,1.4848143982002249,0.2249718785151855,2.924634420697413,0.4213483146067415,0.4606066775244299,127.38715943960383,5.9973924380704045,15.31322505800464,44.91525423728814,0.8153846153846154,0.22,0.2359550561797752,1.0168539325842696,457.96,79.04620490872566,11.573063149620054,24.456284391649927,7.205869508253997,1.0917984103415146,14.19337933443969,30.655172413793103,12.482758620689657,1.827586206896552,3.8620689655172415,1.137931034482759,0.1724137931034483,2.2413793103448274,0.2039436619718309,0.1331658291457286,0.1031307550644567,0.125,0.0471698113207547,0.1529411764705882,0.4573139311993734,0.0032927463250565,0.4344262295081967,0.1419337933443969,211.5,9.51631046119235,4.407008547008547
manhattan,2019-20,22,Courtney Warley,29,29.0,1013,335,254,53,69,25,48,13.228035538005924,10.029615004935836,2.0927936821322803,2.724580454096742,0.987166831194472,1.895360315893386,0.4844290657439446,0.5111070425973392,91.71803382646272,8.964646464646465,33.394160583941606,52.47524752475248,1.1041666666666667,0.4844290657439446,0.3044982698961938,1.1591695501730104,375.72,89.16214202065366,14.10624933461088,67.60353454700308,18.36473969977643,6.65389119557117,12.775471095496648,34.93103448275862,11.551724137931034,1.827586206896552,8.758620689655173,2.3793103448275863,0.8620689655172413,1.6551724137931034,0.1887323943661971,0.1331658291457286,0.2338858195211786,0.2613636363636363,0.2358490566037736,0.1129411764705882,0.4573139311993734,0.0537931113979657,0.3785714285714285,0.1277547109549664,382.2,15.091806515301084,5.021709401709402
manhattan,2019-20,2,Gabby Cajou,29,19.0,767,254,67,97,42,4,72,13.246414602346803,3.494132985658409,5.058670143415906,2.1903520208604954,0.2086049543676662,3.754889178617992,0.5022935779816514,0.5272334772500831,100.87471176811454,3.609625668449198,9.876543209876544,57.396449704142015,1.3472222222222223,0.417910447761194,0.2385321100917431,1.165137614678899,312.88,81.18128355919202,31.002301201738685,21.41396062388136,13.423676809000256,1.2784454103809768,23.01201738685758,26.448275862068964,8.758620689655173,3.3448275862068964,2.310344827586207,1.4482758620689655,0.1379310344827586,2.4827586206896552,0.1430985915492957,0.2437185929648241,0.0616942909760589,0.1590909090909091,0.0377358490566037,0.1694117647058823,0.4573139311993734,0.0699195460507096,0.9603960396039604,0.2301201738685758,184.79999999999995,9.637548891786178,3.8022222222222224
manhattan,2019-20,12,Julie Høier,29,22.0,836,229,192,59,18,13,75,10.956937799043065,9.186602870813395,2.8229665071770333,0.861244019138756,0.6220095693779905,3.588516746411483,0.5,0.5212126729788783,87.16542490630367,6.727037516170763,27.722772277227723,44.02985074626866,0.7866666666666666,0.4184782608695652,0.236180904522613,1.150753768844221,294.68,77.71141577304195,20.02171847427718,65.15542283154609,6.108320890457445,4.411565087552599,25.45133704357269,28.82758620689655,7.896551724137931,2.034482758620689,6.620689655172414,0.6206896551724138,0.4482758620689655,2.586206896551724,0.1290140845070422,0.1482412060301507,0.1767955801104972,0.0681818181818181,0.1226415094339622,0.1764705882352941,0.4573139311993734,0.0638987417795048,0.6413043478260869,0.2545133704357268,215.30000000000007,10.301435406698566,4.144273504273505
manhattan,2019-20,5,Lynette Taitt,9,7.0,230,56,41,23,21,3,22,9.73913043478261,7.130434782608695,4.0,3.6521739130434794,0.5217391304347826,3.8260869565217392,0.3164556962025316,0.3339694656488549,113.79465486897416,1.6371077762619373,7.3604060913705585,51.11111111111112,1.0454545454545454,0.3164556962025316,0.1392405063291139,0.7088607594936709,105.84,52.9100529100529,21.730914588057445,38.73771730914588,19.84126984126984,2.834467120181406,20.786092214663643,25.55555555555556,6.222222222222222,2.555555555555556,4.555555555555555,2.333333333333333,0.3333333333333333,2.4444444444444446,0.0315492957746478,0.057788944723618,0.0377532228360957,0.0795454545454545,0.0283018867924528,0.0517647058823529,0.4573139311993734,-0.1233444655505184,0.92,0.2078609221466364,39.5,6.869565217391305,0.3538461538461538
manhattan,2019-20,13,Lizahya Morgan,29,0.0,392,144,39,29,29,0,33,14.693877551020408,3.979591836734694,2.959183673469388,2.959183673469388,0.0,3.36734693877551,0.3694444444444444,0.3858520900321543,138.53073439987742,0.9615384615384616,8.060453400503778,46.774193548387096,0.8787878787878788,0.1342281879194631,0.0833333333333333,0.8,219.6,65.57377049180329,13.20582877959927,17.759562841530055,13.20582877959927,0.0,15.027322404371583,13.517241379310343,4.965517241379311,1.0,1.3448275862068966,1.0,0.0,1.137931034482759,0.0811267605633802,0.0728643216080402,0.0359116022099447,0.1098484848484848,0.0,0.0776470588235294,0.4573139311993734,-0.071461841167219,0.5686274509803921,0.1502732240437158,56.10000000000002,5.72448979591837,1.9432478632478636
