Player Number,Player,GP,GS,Minutes TOT,Minutes AVG,FG FGM,FG FGA,FG FG%,3PT,3PT 3PTA,3PT 3PT%,FT FTM,FT FTA,FT FT%,Scoring PTS,Scoring AVG,Rebounds OFF,Rebounds DEF,Rebounds TOT,Rebounds AVG,PF,AST,TO,STL,BLK
,Total,37,,7450,201.4,1031,2338,0.441,225,665,0.338,394,578,0.682,2681,72.46,550,899,1449,39.2,604,610,550,377,155
,Opponents,37,,7450,201.4,773,1999,0.387,160,539,0.297,384,540,0.711,2090,56.49,372,807,1179,31.9,587,374,754,267,114
